id,brand,name,price,currency,description,rating,category,product_type,tag_list
380,maybelline,Maybelline Fit Me Shine-Free Foundation Stick,10.99,None,"Get flawless, shine-free skin instantly and on-the-go for tailor-made 
mattifying coverage.  The anti-shine core has ultra-lightweight powders 
built in to the stick foundation to instantly dissolve excess oil. Features: Maybelline's first gel stick foundation with an anti-shine core
Fresh gel foundation blends to a flawless matte finish
Lightweight powders in the anti-shine core instantly dissolve excess oil",4.7,cream,foundation,[]
379,maybelline,Maybelline Dream Matte Mousse Foundation,14.79,None,"Maybelline Dream Matte Mouse Foundation is a revolutionary air-soft mousse that provides perfecting coverage for 100% velvet-matte complexion. It's non-comedogenic, fragrance-free, dermatologist-tested, allergy-tested and ideal for normal to oily skin.For best results: Apply smoothly and evenly to your face and blend with your fingertips.﻿

 ",4.4,cream,foundation,[]
378,e.l.f.,e.l.f. Studio HD Mattifying Cream Foundation,9.99,None,"This high-definition, oil-free, lightweight foundation is perfect for 
normal to oily skin types. The cream-to-powder formula minimizes fine 
lines and leaves a natural, long-lasting, matte finish. Includes a 
compact sponge for easy application and portable beauty.Shade Range: Ingredients: Ethylhexl Palmitate, Octyldodecanol, Synthetic Wax, Copernicia Cerifera 
(Carnauba) Wax, Caprylic/Capric Triglyceride, Tridecyl Trimellitate, 
Mica, Nylon-12, Silica, Triacontanyl PVP, Polyglyceryl-4 Isostearate, 
Propylparaben, Tocopheryl Acetate MAY CONTAIN: Iron Oxides (CI 
77491, CI 77492, CI 77499), Manganese Violet (CI 77492), Red No. 33 Lake
 (CI 17200), Blue No. 1(CI 42090), Yellow No. 5 Lake (CI 19140), 
Titanium Dioxide (CI 77891), Red No.40 Lake (CI 16035), Chromium 
Hydroxide Green (CI 77289). ",4.8,cream,foundation,['Vegan']
374,physicians formula,Physicians Formula Mineral Wear Talc-Free All-In-One ABC Cushion Foundation,20.49,None,"1st Ever Mineral ABC Cushion Foundation! Weightless mineral formula provides the multi-tasking benefits of an alphabet cream with the gentle, flawless, skin-perfecting effects of minerals. Revolutionary cushion foundation instantly corrects visible imperfections, blurs fine lines and pores with a perfected airbrushed finish.ABC Cushion Technology: Ultra-fluid, lightweight formula delivers an instantly smoothing & firming effect, while hydrating skin for effortless perfection. Unique cushion sponge delivery system dispenses the perfect dose. Each tap delivers customizable light to medium coverage.Features:Featuring a proprietary ABC blend of complexion enhancing minerals, soothing plant extracts, smoothing antioxidants and skin nourishing vitamins for moisturizing & brightening benefits that leave skin with a luminous finishLuxurious puff applicator provides a cooling & skin refreshing finish upon applicationUltra-convenient for on-the-go!Directions: Apply pressure onto cushion with puff applicator to release the perfect dose of foundation for customizable light to medium coverage. Gently pat puff onto skin. Flip cushion for extended foundation usage. Close inner lid tightly to prevent product from drying out. Ingredients: Mineral Water, Ethyl Macadamiate, Cyclopentasiloxane, Dimethicone, Zinc Oxide, Cyclohexasiloxane, Cetyl PEG/PPG-10/1 Dimethicone, Butylene Glycol, Mica, Calcium Aluminum Borosilicate, Polyethylene, Polyglyceryl-4 Isostearate, Water/Eau, PEG/PPG-18/18 Dimethicone, Smithsonite Extract, Malachite Extract, Rhodochrosite Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Retinyl Palmitate, Alpha-Arbutin, Helianthus Annuus (Sunflower) Seed Oil, Glycerin, Ethylhexylglycerin, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Tocopherol, Aluminum Hydroxide, Alumina, Dimethicone/Methicone Copolymer, Dimethicone/PEG-10/15 Crosspolymer, Disodium Cocoyl Glutamate, Disodium EDTA, Dimethicone/Polyglycerin-3 Crosspolymer, Hexyl Laurate, Magnesium Sulfate, Malic Acid, Polysorbate 20, Sodium Chloride, Sodium Cocoyl Glutamate, Synthetic Fluorphlogopite, Sodium Citrate, Trimethylsiloxysilicate, Triethoxycaprylylsilane, PEG-32, PEG-10 Dimethicone, Silica, Hexylene Glycol, Dipropylene Glycol, Caprylyl Glycol, Phenoxyethanol ",4.0,mineral,foundation,"['Gluten Free', 'Natural']"
373,nyx,NYX Mineral Stick Foundation,11.99,None,"NYX Mineral Stick Foundation is a luxurious formula that is easy to apply and blend. Use on the entire face or isolated areas that need a little extra attention. Can be blended with fingertips, sponge or foundation brush.Features:Creamy stick foundation that gives a matte satin finishGlides on effortlessly providing medium to full coverage with a natural finishYou can wear as little or as much as you want to get the desired coverage Easy to blend and comfortable to wear at the same timeHow to Use: Apply directly to face from stick or apply using fingers, sponge or brush. Layer and blend for desired result. Set with powder.",5.0,mineral,foundation,[]
371,milani,Milani Cream-To-Powder Makeup,10.99,None,"Meet your new photo-opp BFF. This oil-free, not-quite-foundation - a complexion perfector if ever there was one - glides on as a cream and magically morphs into a powder. Laced with light diffusers for minimizing imperfections, it yields a soft matte, camera-ready finish.Features:Silky, creamy-smooth easy application, blends to a natural matte powder finishOptical light diffusers minimize imperfectionsMirror & sponge applicator includedStreak-freeEasy to useApplication: Apply cream to powder foundation evenly all over face with provided flocked sponge, beginning at the center of the face and blending outward.  Tips: Can be used as a corrector to cover up dark circles and blemishes. For light to medium coverage, apply in circular motions. For more full coverage, use a patting or stippling motion. Ingredients: Dimethicone, Isopropyl Isostearate, Neopentyl Glycol Diethylhexanoate, Tribehenin, Isostearyl Behenate, Silica, Nylon-12, Tridecyl Trimellitate, Talc, Euphorbia Cerifera Cera (Candelilla Wax), Myristyl Myristate, Polyethylene, Trimethylsiloxysilicate, Sorbitan Trioleate, Tocopheryl Acetate, Isopropyl Titanium Triisostearate, Ethylene/Methacrylate Copolymer, Lauroyl Lysine, Myristyl Laurate, Fragrance (Parfum), Propylparaben, Retinyl Palmitate, Glycine Soja (Soybean) Oil, Myristyl Alcohol, Camellia Sinensis Leaf Extract, Benzyl Alcohol, Coumarin, Limonene, Benzyl Salicylate, Linalool, Citronellol, Benzyl Benzoate, Geraniol. +/- May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ultamarines (CI 77007). ",4.4,cream,foundation,[]
370,physicians formula,Physicians Formula Mineral Wear Flawless Complexion Kit ,29.99,None,"Physicians Formula Mineral Wear Flawless Complexion Kit is ideal for extra sensitive or breakout-prone skin! The ultra-gentle, minimalist formulations help reduce irritation and breakout.Kit Includes: Physicians Formula Mineral Wear Talc-Free Mineral Blush (5.5 g) Mineral Wear Talc-Free Mineral Face Powder 				(9 g)Mineral Wear Talc-Free Matte Finishing Veil (16.5 g) - Translucent",4.8,powder,blush,['Gluten Free']
369,physicians formula,Physicians Formula Mineral Wear Correcting Kit ,29.99,None,"Physicians Formula Mineral Wear Flawless Complexion Kit is ideal for 
extra sensitive or breakout-prone skin! The ultra-gentle, minimalist 
formulations help reduce irritation and breakout.Kit Includes: Mineral Wear Talc-Free Mineral Correcting Concealer (11.6 g) - Cover + HighlightMineral Wear Talc-Free Mineral Correcting Powder 				(8.2 g)Mineral Wear Talc-Free Mineral Loose Powder (10 g) ",4.7,mineral,foundation,['Gluten Free']
368,physicians formula,Physicians Formula Mineral Wear Airbrushing Pressed Powder ,19.99,None,"Physicians Formula Mineral Wear Airbrushing Pressed Powder's ultra-fine mineral powder delivers impeccable coverage for a flawless airbrushed finish. Visibly reduces the appearance of fine lines, wrinkles, pores and sun damage.Directions for Use: Apply liberally 15 minutes before sun exposure.  Use water resistant 
sunscreen if swimming or sweating.  Reapply at least every 2 hours.  
Children under 6 months: Ask a doctor.  Sun Protection Measures.  
Spending time in the sun increases your risk of skin cancer and early 
skin aging.  To decrease this risk, regularly use a sunscreen with a 
broad spectrum SPF of 15 or higher and other sun protection measures 
including: limit time in the sun, especially 10 a.m. - 2 p.m. Wear 
long-sleeve shirts, pants, hats, and sunglasses.Ingredients: Titanium Dioxide, Zinc Oxide. Inactive Ingredients: Mica, Zinc Stearate,
 Tricaprylin, Boron Nitride, Lauroyl Lysine, Camellia Oleifera Leaf 
Extract, Chamomilla Recutita (Matricaria) Flower Extract, Ginkgo Biloba 
Leaf Extract, Panax Ginseng Root Extract, Carthamus Tinctorius 
(Safflower) Seed Oil, Tocopheryl Acetate, Retinyl Palmitate, Ascorbyl 
Palmitate, Magnesium Silicate, Chlorphenesin, Potassium Sorbate, Sodium 
Dehydroacetate, May Contain: Iron Oxides, Titanium Dioxide.Hypoallergenic. Fragrance free. Paraben free. Non-Comedogenic. Dermatologist approved. ",4.7,mineral,foundation,['Gluten Free']
367,pure anada,Pure Anada Pressed Sheer Matte Foundation Pan,19.0,None,"Pure Anada Pressed Sheer Matte Foundation Pan is sheer, and matte and comes in a convenient pan form. Perfect to pop into your own magnetic compact like the Pure Ananda Reusable Magnetic Compact. Design your own palette! Shade Range: Ingredients: Mica, Titanium Dioxide, Zinc Oxide, Silica, Boron Nitride, Iron 
Oxides, Ultramarines, *Simmondsia Chinensis ( Jojoba) Seed 
Oil,  Caprylic/capric triglyceride
*Certified Organic Ingredients",4.3,mineral,foundation,"['Canadian', 'Natural']"
366,maybelline,Maybelline Mineral Power Natural Perfecting Powder Foundation,14.99,None,"Why You'll Love ItMineral Power Powder Foundation with micro-minerals provides a more natural, healthier, luminous look.
Discover the natural power of micro-minerals:
100% natural mica creates a more natural luminosity Complete, yet refined coverage Provides buildable, even coverage Preservative-free, talc-free, oil-free, fragrance-free Medium to Full Coverage",3.9,mineral,foundation,[]
365,physicians formula,Physicians Formula Mineral Wear Airbrushing Loose Powder ,14.99,None,"Physicians Formula Talc-Free Mineral Wear Airbrushing Loose Powder is an ultra-fine mineral powder delivers impeccable coverage for a flawless airbrushed finish. Visibly reduces the appearance of fine lines, wrinkles, pores and sun damage. Formulated with soothing plant extracts, protective antioxidants, nourishing Vitamins C and E. The result is a visibly firm, smooth, healthy and youthful complexion.Directions for Use: May be worn alone or over makeup. Invert jar and gently tap to allow 
powder to gather in tray. Open the sifter lid and lightly buff powder 
over face and neck to even out complexion. For the most even 
application, be sure to tap excess powder from brush before applying.  
For best results on dry to very dry skin, apply moisturizer prior to 
using powder.Ingredients: Mica. Boron Nitride. Zinc Stearate. Lauroyl Lysine.  Tricaprylin. 
Magnesium Silicate. Carthamus Tinctorius (Safflower) Seed Oil. 
Chamomilla Recutita (Matricaria) Flower Extract. Panax Ginseng Root 
Extract. Ginkgo Biloba Leaf Extract. Camellia Oleifera Leaf Extract. 
Ascorbyl Palmitate. Tocopheryl Acetate. Retinyl Palmitate. 
Chlorphenesin. Potassium Sorbate. Sodium Dehydroacetate. May Contain: 
Iron Oxides. Titanium Dioxide.Hypoallergenic. Fragrance free. Paraben free. Dermatologist approved. Non-Comedogenic.",4.6,mineral,foundation,['Gluten Free']
364,pure anada,Pure Anada Loose Mineral Foundation ,12.0,None,"Pure Anada mineral foundation has the ability to provide full coverage, 
while still feeling light and natural. No more silicone based 
foundations that can stifle your pores. With Pure Anada your skin can 
“breathe”. This results in a healthier, younger looking complexion.You can be assured that when you use Pure Anada, you are using a truly natural product. Pure Anada has done the research, and are committed to using the safest, purest ingredients available. It is not necessary to add preservatives to this loose mineral products. The raw minerals used in Pure Anada are inert, and do not support the growth of bacteria, mold or fungi.Pure Ananda boasts an extensive array of mineral colors to suit all skin tones, and personal preferences. With the proper application techniques, Pure Anada mineral cosmetics can be used by all women! Mature skin types enjoy the light, luminous texture, while problematic skin types take advantage of the full, soothing coverage. These products are concentrated; a little goes a long way!  This makes Pure Anada very affordable. We want The mineral ingredients in Pure Anada have properties that are beneficial to your skin! For example: Titanium Dioxide reflects the sun’s harsh rays away from your skin. Zinc Oxide soothes irritation, and Silica blurs fine lines and wrinkles.Shade Range: Ingredients: Mica, Titanium Dioxide, Zinc Oxide, Silica, Boron Nitride, Iron Oxides, Ultramarines Note: Deeper, global foundation shades do not contain Titanium Dioxide.Brush not included.",3.9,mineral,foundation,"['Canadian', 'Natural']"
356,mineral fusion,Mineral Fusion Liquid Foundation,37.0,None,"Mineral Fusion Liquid Foundation is a luxurious, full-coverage mineral foundation that blends easily for naturally flawless skin.  With a unique fusion of antioxidant-rich Rosehip Oil, Pomegranate, and Vitamin C plus the collagen-boosting Peptide help firm skin and prevent signs of aging without a heavy or greasy feeling.  Formulated with only the safest, most gentle ingredients, the natural UV protection of minerals, plus skin-soothing Licorice Root, Aloe Vera, and Lavender and nourishing Shea Butter. Great for use on all skin types.Features:Flawless, Full CoverageAge-DefyingSkin-SoothingFree of artificial colour or fragranceParaben FreeCruelty FreePhthalate FreeHypo-allergenicIngredients: Aqua, Caprylic/capric triglyceride, Cera alba, Stearic acid, Glycerol caprylate, Glycol palmitate, Glyceryl stearate, Silica, Oryza Sativa (Rice) starch, Mica, Dimethicone, Butyrospermum Parkii (Shea Butter) Fruit, Palmitoyl Tripeptide-5, Aloe Barbadensis (Aloe) Leaf extract, Roman Anthemis Nobilis (Chamomile) extract, Lavandula Angustifolia (Lavender) extract, Punica Granatum (Pomegranate) extract, Glycyrrhiza glabra (Licorice) Root Powder, L-ascorbic-acid (Vitamin C), Tocopherol (Vitamin E), Phenoxyethanol. MAY CONTAIN (+/-): Titanium dioxide, Black Iron oxide, Red Iron Oxide, Yellow Iron Oxide.",4.0,liquid,foundation,"['Gluten Free', 'Natural']"
354,maybelline,Maybelline Dream Velvet Foundation,18.49,None,"This Maybelline Dream Velvet Foundation is a refreshing gel-whipped foundation that leaves complexion perfected and smooth with a velvety, soft-matte finish. Skin stays hydrated for 12 hours. Features:Maybelline’s first hydrating matte foundation for 100% velvet-smooth perfectionUnique gel-whipped formulaIdeal for normal to combination skin, medium coverage For best results apply Maybelline Dream Velvet Foundation using Maybelline Dream Blender",2.5,cream,foundation,[]
353,maybelline,Maybelline Superstay Better Skin Foundation ,14.99,None,"The Maybelline Superstay Better Skin Foundation reduces the appearance of spots, bumps, dullness and redness to give you brighter, smoother and more even skin. Features:Longwear that improves skin every minute you're in it: brighter, smoother and more even.With micro-flex technology and the antioxidant power of Actyl-C.Ideal for sensitive skin. Good for all skin types. Medium to full coverageHow to Apply: Apply evenly to your face and blend with your fingers. ",3.0,liquid,foundation,[]
352,nyx,NYX Stay Matte But Not Flat Liquid Foundation,10.99,None,"NYX Stay Matte But Not Flat Liquid Foundation provides full coverage with a mineral enriched matte finish. The oil-free and water-based formula is perfect whether you are in the studio or out and about all day! Features:Oil freeWater basedFull coverageMineral enrichedMatte finishIngredients: Water / Aqua / Eau, Cyclopentasiloxane, Cyclohexasiloxane, Cetyl Ethylhexanoate, Beeswax / Cera Alba / Cire d’Abeille, Disteardimonium Hectorite Propylene Carbonate, Polyglyceryl-4 Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Glyceryl Laurate, Stearyl Dimethicone, Polyglyceryl-4 Oleate, Phenoxyethanol,Methylparaben, Tocopheryl Acetate, Ascorbyl Palmitate, Butylparaben, Ethylparaben, Propylparaben. MAY CONTAIN / PEUT CONTENIR (+/-): Titanium Dioxide ( CI 77891 ), Iron Oxides ( CI 77491, 77492, 77499 ).",4.0,liquid,foundation,[]
350,l'oreal,L'Oreal Paris True Match Lumi Glow Liquid Foundation,16.99,None,"The ultimate in luminosity. L’Oréal Paris introduces its first liquid highlighter specifically crafted to highlight key features or illuminate all-over. Designed in Golden, Rose, and Ice shades that flatter every skintone from warm to neutral to cool. Features:Golden Illuminator enhances peachy or yellow tones in warm skintonesRose Illuminator enhances yellow, peachy, pink or blue tones in neutral skintonesIce Illuminator enhances pink or blue tones in cool skintonesHighlight key features or illuminate all-overLightweight formulaFor every skintone & undertoneINGREDIENTS: AQUA/WATER/EAU, DIMETHICONE, GLYCERIN, ALCOHOL DENAT, SYNTHETIC FLUORPHLOGOPITE, DIMETHICONE/POLYGLYCERIN-3, CROSSPOLYMER, ACRYLAMIDE/SODIUM, ACRYLOYLDIMETHYLTAURATE COPOLYMER, PHENOXYETHANOL, ISOHEXADECANE, CAPRYLYL GLYCOL, POLYSORBATE 80, DIPROPYLENE, GLYCOL TIN OXIDE ",3.0,liquid,foundation,[]
347,None,DaLish Silk to Matte Foundation,44.0,None,"This long-wear DaLish foundation starts out silky smooth—best applied using your fingers—and dries to a radiant matte finish. Light coverage ensures a natural-looking result, yet the buildable formula evens tone where you need it, for a perfect, cake-free base. Sunflower seed oil, rich in Vitamins A, D, and E, moisturizes, calms and protects skin without clogging pores. Shade Range: F01 - light – for very fair skin tones.FO2 - medium – DaLish's most popular shade. Fair to medium tones.FO3 - dark – for darker tone skin.Ingredients: Water, Coconut Alkanes, Coco-Caprylare/Caprate, Glycerin, Sorbitan Olivate, Polyglyceryl-3 Diisostearate, Caprylic/Capric Triglycerides, Carthamus Tinctoriur (Safflower) Oleosomes, Cetyl Palmitate, Sorbitan Palmitate, Sorbitan Olivate, Zinc Stearate, Sodium Benzoate, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinals (Rosemary) Leaf Extract, Benzyl Alcohol, Dehydroacetic Acid, Benzoic Acid, Sorbic Acid, Tocopherol, Jojoba Ester May contain (+/-), Titanium Dioxide CI 77891, Mica CI 77019, Iron Oxide CI 77491, Iron Oxide CI 77492, Iron Oxide CI 77499. *Contains natural antioxidant* PEG free * ",4.0,liquid,foundation,"['Canadian', 'Natural']"
344,covergirl,CoverGirl Clean Liquid Makeup Normal Skin ,9.49,None,"Clean Makeup’s formula lets your skin breathe, goes on easily and blends
 perfectly, so the world doesn't see makeup, just the look of great 
skin. The sensitive skin formula is fragrance and oil free, and is 
suitable for sensitive skin. Features: Light coverage, not heavy or cakeyNon-comedogenic (won't clog pores)Dermatologically tested",5.0,liquid,foundation,[]
341,covergirl,CoverGirl Clean Oil Control Makeup ,9.49,None,"With CoverGirl's Clean Oil Control Makeup, you'll get all the shine control you 
want – without the drying coverage you don't. The Clean foundation with 
gentle oil absorbing powders and skin conditioners, help prevent 
dryness. Best of all, it won't clog pores, for a clean, shine-free face,
 hour after hour!Features: Oil and fragrance freeNon-comedogenic (won’'t clog pores)Dermatologically-testedWon’'t clog pores",4.0,liquid,foundation,[]
340,physicians formula,Physicians Formula Nude Wear Touch of Glow Foundation,18.49,None,"
Physicians Formula Nude Wear Touch of Glow Foundation is a weightless fluid foundation that dresses your skin in an illuminating veil of radiance.  This airy foundation is formulated with translucent, 100% perfecting nude pigments.Features: HypoallergenicFragrance, Paraben, Gluten & Oil freeNon-ComedogenicDermatologist ApprovedDirections: Shake bottle before each use. Apply foundation directly onto enclosed Perfecting Foundation brush and blend with brush until desired coverage is achieved.Ingredients: Cyclopentasiloxane, Water, Cyclohexasiloxane, Butylene Glycol, Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Mica, Silica, Polyglyceryl-4 Isostearate, PEG/PPG-18/18 Dimethicone, Tropaeolum Majus Flower/Leaf/Stem Extract, Lactic Acid, Dimethicone/PEG-10/15 Crosspolymer, PEG-10 Dimethicone, Glycerin, Calcium Aluminum Borosilicate, Sodium Chloride, Nylon-12, Dimethicone/Polyglycerin-3 Crosspolymer, Hexyl Laurate, Tribehenin, Magnesium Sulfate, Polysorbate 20, Synthetic Fluorphlogopite, Disodium Cocoyl Glutamate, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Tocopheryl Acetate, Triethoxycaprylylsilane, Sodium Cocoyl Glutamate, Tetrahexyldecyl Ascorbate, Lauroyl Lysine, Dipropylene Glycol, Sodium Citrate, Tocopherol, Phenoxyethanol. May Contain: Iron Oxides, Titanium Dioxide.",4.5,liquid,foundation,['Gluten Free']
338,covergirl,CoverGirl Advanced Radiance Age Defying Liquid Makeup ,12.49,None,"Take 5 years off the look of your skin.* This smooth liquid foundation 
with Olay ingredients blends into the skin, covering fine lines and 
wrinkles, for radiant, beautiful coverage that actually helps give you a
 youthful looking appearance. 
                                * Tested among women 35-65.Features:Protects with SPF 10Suitable for sensitive skinDermatologically-testedNon-comedogenic (won't clog pores)Oil-free


	
	
			
	
	
	
		
	
		
	
	
	  		
",5.0,liquid,foundation,[]
336,revlon,Revlon Age Defying Firming + Lifting Makeup,19.99,None,"Revlon Age Defying Firming + Lifting Makeup is an advanced anti-aging multi-benefit makeup. Firm. Lift. Hydrate. Cover.
93% of women saw noticeably improved skin.*
This all-in-one formula combines hyaluronic acid, a potent dose of 
moisturizing ingredients and our exclusive Triple Lift Complex™. Relax 
the look of expression lines, give skin a smooth, tightened feel and 
boost hydration 3X. For a radiant, rejuvenated look.**  

*after 8 weeks **skin feels tighter after 4 weeks, rejuvenated after 1Directions: Apply with fingertips, 
sponge or brush, blend foundation onto skin, starting in the center of 
your face, forehead, nose and chin blending outward
",4.5,liquid,foundation,[]
335,l'oreal,L'Oreal Paris True Match Lumi Cushion Foundation,26.99,None,"Liquid foundation revolutionized – a fresh luminous glow in a tap. Introducing the new L'Oreal Paris True Match Lumi Cushion, an innovative cushion drenched in liquid foundation. Tap a little for a fresh natural glow, tap on more to build a new level of luminous coverage.Features:Effortless applicationCompletely buildableOn-the-go coverageFormulated with Precise Match Technology to match your skin’s tone and textureAvailable in 8 true-to-skin shadesFinish: fresh & luminousCoverage: sheer to medium, buildable coverageFor all skin types",4.0,liquid,foundation,[]
334,cargo cosmetics,Cargo Cosmetics OneBase for Face,28.0,None,"Many women don’t need foundation everywhere.  
OneBase™ allows you to cover areas around the eyes, nose and mouth to 
conceal imperfections.  It then blends out perfectly to natural skin. Cargo's OneBase combines superior coverage and precision application in the ease of a 
sleek tube and wand combination. It is the perfect product for those who
 do not want full-face foundation coverage – designed for natural 
coverage in key facial areas. Nourishing ingredients and conditioning 
properties provide moisture to the skin. Fragrance free and excellent 
for delicate, sensitive skin with essential essences that condition the 
skin and will not clog the pores. 


Features:
Nourishing ingredients and conditioning properties provide moisture to the skinFragrance -free and excellent for delicate, sensitive skin Sold in a sleek, malleable metal tube with a touch wand that is both easy and practical ALL SKIN TYPESKey Ingredients: Vitamin E helps the skin to fight the damaging effects of the
 environment and helps to moisturize the skin and repair minor damage 
found on the surface of the skinChamomile Extract  is a natural essential essence that is 
ideal for dry and sensitive skin types. Its naturally soothing and 
relaxing properties make it an exceptional ingredient for skin care 
productsAvocado Extract  is rich in natural vitamins that help to nourish the skinShade Range: Application: Using enclosed touch wand, dab OneBase to key areas of the face blend out with finger tipsUse under the eyes and on eyelids to brighten the eye area and prime the lids for shadowIf desired, OneBase can be used alone as a foundation replacement for
 key facial areas, or under liquid foundation for full-face coverageIngredients: Water (Aqua), Cyclomethicone, Propylene Glycol, Talc, Triethanolamine, 
Polyglyceryl-3 Diisostearate, Dimethicone Copolyol, Sodium Chloride, 
Methylparaben, Methicone, Propylparaben, Tribehenin, Tocopheryl Acetate,
 Anthemis Nobilis Flower Extract, Aloe Barbadensis Extract, Persea 
Gratissima (Avocado) Oil, Retinyl Palmitate, Glycosaminoglycans, Sodium 
Chondroitin Sulfate. May Contain (+/-): Titanium Dioxide (CI 77891), 
Iron Oxides (CI 77491, CI 77492, CI 77499), Carmine (CI 75470), Chromium
 Oxide Green (CI 77288), Manganese Violet (CI 77742), Ultramarines (CI 
77007).",5.0,liquid,foundation,[]
333,physicians formula,Physicians Formula Youthful Wear Spotless Foundation,18.49,None,"Physicians Formula Youthful Wear Spotless Foundation is the 1st-to-Market ultra-fluid foundation delivers skin-perfecting coverage, an incredible sensorial experience and a finish so natural, it looks invisible on the skin.The 35% silicone formula creates a revolutionary, weightless liquid veil texture, combining the best of both worlds: flawless, spotless coverage + the feeling you have no makeup on at all.With just one drop, skin is immediately brighter, smoother and more even!Hypoallergenic. Paraben-Free. Gluten Free. Dermatologist approved. Non-Comedogenic. Clinically Tested. ",4.7,liquid,foundation,['Gluten Free']
332,annabelle,Annabelle SkinTrue Foundation,10.99,None,"
        Truly flawless, natural-looking skin is what you can expect 
from Annabelle SkinTrue Foundation. Its oil-Free, soft and matte finish makes you feel
 like you're wearing nothing at all, just beautiful skin. It blends 
easily to even out the skin tone yet feels extremely light and natural. 
Oil-Free. Shade Range: ",5.0,liquid,foundation,[]
331,almay,Almay Smart Shade Skintone Matching Makeup ,17.29,None,"Almay Smart Shade™ makeup makes it easy to find “the one” with just three skintone-adjusting shades to choose from, not hundreds! It adjusts to the natural tones and nuances of your skin with breakthrough new Almay ToneMimic™ shade-sensing bead technology which intuitively transforms to your skintone for all day natural looking coverage in your perfect shade. Contains broad spectrum SPF 15. HYPOALLERGENIC. DERMATOLOGIST TESTED. MADE FOR SENSITIVE SKIN.Shade Range: ",4.5,liquid,foundation,[]
330,l'oreal,L'Oreal Visible Lift Serum Absolute,20.49,None,"Introducing a breakthrough in age minimizing makeup.Only Visible Lift Serum Absolute features an age reversing serum of 5 ingredients in 1 luminous makeup. This new makeup instantly evens skin tone with a luxuriously lightweight formula that doesn't settle into lines and wrinkles.In 4 weeks, the potent formula addresses 5 sighs of aging to visibly transform skin to smoother, firmer, brighter, even, flawless.5 proven results :

45% more even skin tone
72% saw more youthful skin
75% reduction inf ine lines and wrinkles
79% saw fewer imperfections
90% saw smoother skin

Finish : LuminousCoverage : MediumSkin Type : All skin types",4.3,liquid,foundation,[]
329,almay,Almay Smart Shade Anti-Aging Skintone Matching Makeup,17.29,None,"Almay Smart Shade™ anti-aging makeup makes it easy to find “the one” with just three skintone-adjusting shades to choose from, not hundreds! It adjusts to the natural tones and nuances of your skin with breakthrough new Almay ToneMimic™ shade-sensing bead technology which intuitively transforms to your skintone for your perfect shade while helping to erase flaws and imperfections. 4 out of 5 women saw an instant reduction in the appearance of fine lines and wrinkles. Helps protect against sun damage with broad spectrum SPF 20. HYPOALLERGENIC. DERMATOLOGIST TESTED. MADE FOR SENSITIVE SKIN. Shade Range: ",4.2,liquid,foundation,[]
328,almay,Almay Truly Lasting Color Makeup,17.29,None,"Longwear meets skincare.tlc truly lasting color makeup delivers up to 16 hours of flawless coverage that won't rub off - even in heat and humidity. Plus, it nourishes skin with antioxidant green tea to protect, vitamin E to help smooth and lemon extract to brighten... for all day, natural radiance. Now, that's tlc.hypoallergenic • oil-free • won't clog pores • dermatologist tested",4.5,liquid,foundation,[]
327,covergirl,CoverGirl Outlast Stay Fabulous 3-in-1 Foundation ,12.49,None,"CoverGirl Outlast Stay Fabulous 3-in-1 foundation is an all-in-one foundation with a long-lasting formula that fuses primer, 
concealer, and foundation in one easy step! The 3-in-1 formula provides a
 flawless look that lasts all day long.Features: All day, longwear formulaPrimer, concealer, and foundation in oneSmooth, flawless finishFoundation + Sunscreen SPF 20",4.0,liquid,foundation,[]
326,l'oreal,L'Oreal Paris True Match Lumi Healthy Luminous Foundation,20.99,None,"Finally, makeup that creates skin so healthy - it's luminous.True Match Lumi Healthy Luminous Makeup combines 3 powerful ingredients that work to improve your complexion the more you wear them. 40% pure water for all-day hydration;Antioxidants and Vitamins C and E for improved clarity and skin tone and;Liquid Light Technology for an instant, luminous glowIsn't it time your met your match?Additional Features: SPF 20Lightweight, buildable coverage that lasts up to 8 hoursFor all skin typesSafe for sensitive skinNon-Comedogenic. Dermatologist tested. Allergy tested. ",5.0,liquid,foundation,[]
325,l'oreal,L'Oreal Paris Infallible Pro-Matte Foundation,19.99,None,"Longwear foundation without the compromise. Never masky, never cakey, never dull – Infallible Pro-Matte™ is L’Oréal’s next generation of longwearing makeup.The micro-sponge technology absorbs excess oil and shine to create a dimensional matte finish without the need for a heavy or caked-on look. Use a sponge to buff it out for a sheer and natural look or apply in layers for more complete coverage. ",4.3,liquid,foundation,[]
324,revlon,Revlon ColorStay Makeup for Normal / Dry Skin,19.99,None,"Revlon ColorStay Makeup provides longwearing coverage with a lightweight 
formula that won’t cake, fade, or rub off.  With Time Release 
Technology, this oil-free, moisture-balance formula is especially 
formulated for normal or dry skin to continuously provide hydration.Features: Makeup feels comfortable and wears for up to 24 hours
Medium to full coverage
Comes in a range of beautiful shades

	                    ",4.6,liquid,foundation,[]
